MAE,RMSE,R2,model
0.1586344589356738,0.2434341960129389,0.558758403992933,Ridge
0.1586461081588547,0.24343526071049568,0.5587545443061325,Linear
0.16544074852874388,0.2546266987272419,0.5172512525436503,RandomForest
0.16546672934124357,0.2635479522582917,0.48283089937539947,XGBoost
